id,mass,x,y,z,vx,vy,vz
0,0.0009029616109343609,2.7885359691576745,-9.49978489554666,-4.499413632617615,-0.005535785237023545,0.004729424283280248,0.0035339897484582255
1,0.00027895388561798365,-8.261223347411677,-1.561563606294591,-9.404055611238594,-0.005627240503927933,0.00010710576206724755,-0.009469280606322728
2,0.0008252373266495271,2.997688755590463,0.8988296120643327,-5.591187559186066,0.0017853136775181737,0.006188609133556533,-0.00987002480643878
3,0.0001870447391501176,3.962787899764537,-3.1949896696401625,-6.890410003764369,0.009144261444135623,-0.0032681090977474646,-0.008145083132397042
4,0.0004406809394875181,6.949887326949195,2.0745206273378223,6.142565465487603,0.004594635733876357,0.0007245618290940142,0.009462315279587413
5,0.000141241945290096,1.0408126254645396,6.588093285059898,2.370395047284921,0.007234138006215545,0.0015470429051352413,0.004091436724298469
6,0.0006721159998379602,-5.442034486969063,-4.212240727957857,-8.40416046152745,-0.0053441822727793966,-0.007979971411805419,-0.004440527937798157
7,0.0006482179051002894,-2.7033564205983147,-2.5963806576623476,-5.809859384570246,-0.004660443559017733,0.008733091754249881,0.0029607077049318715
8,0.0006012547693971817,-6.57722703603806,4.582535959006984,-6.731950124761433,-0.002410891164847044,0.009790467012731905,0.0027999951970818573
9,0.00034096678837813247,3.6922850197974917,6.857038403796192,5.519998230924896,-0.005419038560717912,-0.009357995121919245,-0.0036909390388183616
10,0.0009230928307664892,-5.78034312827347,8.858194286701089,7.527352529453378,-0.003706442384030442,0.003108773305897601,-0.0020873619787867143
11,0.0009080405952422292,-0.8229629482520231,-4.702396670038951,-5.067449846120331,0.0012273626832630165,-0.004745167829541295,0.0016917198044708107
12,0.00019868421731559322,-2.0119898971920547,-5.613584816854333,9.950752129902206,0.00019052587352929098,-0.008181811756524122,-0.009057672491505308
13,0.0005762029105892233,2.5489208340618,5.841587287259282,-1.5568006640063192,-0.008729445876960857,-0.0023676142698692646,0.009922427604801937
14,0.0003401426709572885,9.421567552272364,7.215594044689961,-9.770379561143606,0.004414436387203893,0.0036342073805314956,0.0007394066081759035
15,0.0003370501456759817,2.819235971596161,-7.768956528082471,-1.3046949866178998,-0.0009255258734158708,0.009076318550421602,0.007517058807563882
16,0.0006480731902943551,0.011722261005965962,-6.426962389397373,8.25255678689641,0.00741037139673534,-0.004031104171027342,0.0027789898973201027
17,0.00039174045130420577,-6.943214629007304,5.250216001503025,0.7875806023925147,0.005572529572611165,0.000607073443903549,-0.00998856207744113
18,0.0008902086392836365,-9.610465152283354,8.581972325292341,7.574437556463685,0.006633310587223587,-0.0038497174919467714,-0.00884149667011625
19,0.00021555231804978653,8.938988905959881,-8.286930958642424,-0.28019073366772496,-0.008615749630632328,0.005212043305144631,0.005316688586139755
20,0.0005853664799015126,-0.49435243802537343,0.9960718698988771,-4.698867421198818,0.007448660821705149,-0.0015372411959822616,-0.005764035891158359
21,0.0005658182569320316,4.598621381799523,-5.9769787322060814,-3.7656741739821005,0.009902987133217892,0.0029975611527890706,-0.0012379983217099197
22,0.00016389377740812927,-7.579916082634686,-5.506053259368853,-3.238288757050894,0.0017661743691446668,-0.00539770534806846,-0.005595652310968811
23,0.0007020800004666525,2.6220591454019786,-5.421164323776912,8.108400260122558,0.007192708005074931,-0.008582853002226932,-0.005239907312620096
24,0.0008267472979899791,-5.715263852591228,-7.3537630254995,8.71028481161342,0.001420861866505689,-0.0005465794737641166,0.005692388485815067
25,0.0007060280925639714,-6.191801712762446,-8.061383715423533,-1.3789763518724492,-0.0015284275396015845,-0.0006595066392664998,0.0045815169891970115
26,0.00027118801759673034,9.683304227319322,-8.031642576960822,-1.9475743579546254,-0.003213947892100737,0.0072334507270558224,-0.005026873321594287
27,0.0008752141942856475,-1.027729043337363,-1.5623672033119167,-4.429097106661191,-0.00500387104235799,0.008465311985520257,-0.0011373850989308612
28,0.0008638261609728749,1.0065062489969616,-8.988233409502374,9.985649368254531,0.006720551701599039,0.009379925145695025,0.008527339660162553
29,0.0009867779594017532,-6.67377778792172,-0.2871774909856306,-5.725054016016367,-0.0019791941490109478,-0.008827292000556422,-0.002420537620461678
30,0.0006001914910650564,-4.6959388365569605,5.681412038971388,-0.8998326532171337,-0.0015398502801967414,0.009146352817193464,0.009908453789854279
31,0.0007731780043411578,4.36816550592652,-6.904063494518717,-4.0658434901087155,0.009374187299383175,0.001583605816325124,0.0008439040274854856
32,0.0001721003187165282,-8.856694541850338,1.6835518891794248,0.05700765839027078,0.007054397840965709,-0.006851345441210335,0.009215578065489007
33,0.0003215938130097624,-6.283500780385536,1.9007021290005532,3.5042510720818036,-0.005295922099981376,-0.007602267721057517,0.007805746282588752
34,0.00028383327948118276,1.8903830706688236,2.3876302066420614,-1.6155016932825497,0.0016734457858244949,0.00045565431063917736,0.008694125154728545
35,0.0007766780431729619,4.323836015788295,-5.22628094768308,-2.08428306417491,0.0034338044591994254,-0.004000058404024755,-0.003676456074562919
36,0.0003386803732753612,-8.549137710136854,-0.834289547628277,9.969088817088846,0.009921928957101889,-0.00853478557800734,-0.005736913754659192
37,0.0007331859325786339,8.66518755987418,7.61728347372879,7.585404849690857,-0.002609458225222321,-0.006845063352855361,0.006674899092796142
38,0.0006970498434694697,2.233555314519002,9.744661272630086,3.079526354214652,-0.009843537856956842,0.006342082702309232,-0.0040124249560004425
39,0.0006443468443272015,8.778600078542077,-7.314177712132645,-7.691426591617956,-0.007859280445811648,0.0010644728176963172,-0.004553035753703674
40,0.0008614933419653699,4.352243742775958,-5.928053753450941,2.6847591777015936,-0.004720321967391812,-0.0002293629570124696,0.008106729821586464
41,0.0003357597361909134,-8.154030645745332,-1.5284845487254728,-4.466395520554967,-0.009929086218244355,0.005422384460392542,0.0027422675460275926
42,0.0009135357144039038,4.824618166958617,1.0336084225278253,-1.4462616203864123,-0.0098066060078332,-0.008495122798524659,0.007662127866002859
43,0.000909083339868331,0.911805784110447,6.691900397720335,1.6501913297958808,-0.007038124288650347,-0.007451089614357225,-0.003834833001397327
44,0.0008021046176842984,5.922446097760833,7.214051640018056,7.978492730529492,-0.0057984692332049195,-0.0050094052155415115,-0.007944127566564287
45,0.0009785854296378666,7.68269402902018,-1.872452203357664,2.4132302030142565,-0.006908933233355907,0.008597620313873488,0.0072921139243992805
46,0.0008220116250434251,6.215434398807936,7.628324093266489,-9.504272762036226,0.004731289435101642,-0.0033562906410714265,0.008616317720966512
47,0.0008727339262040035,7.28128056750559,6.214986331487779,-4.663885808110559,0.005747490182709423,-0.007838087471940858,0.007443335658121794
48,0.00012129799123130637,-5.551325649086712,6.331732111938578,-0.7939353064211581,-0.003896182653227989,0.005906909983057236,-0.005448090251844593
49,0.00045971054592405477,-6.137404233445826,-3.4347609760458697,7.287058840605727,0.009337782080967224,-0.004417500145562572,0.0028296347721525547
50,0.0009662808841853999,9.622993743965203,0.7243146495744384,8.784742806494314,-0.007693164962971448,0.00940801222044456,-0.006428643676550727
51,0.0005602807537025303,-4.690672749540628,-7.831949055705778,-1.3087248287071134,0.004570901213054085,-0.003726453716100175,0.0021241770661228655
